,Jan,Feb,Mar,Apr,Oct,Nov,Dec
316,5.561127137,5.620701615,3.648418159,3.494328535,5.302315942,4.098576938,6.59921525
317,4.07416969,5.908595086,4.07057344,4.314779824,3.421058264,3.978480436,8.183769596
318,4.747161587,4.294457726,3.224020465,3.855817271,2.650511303,5.933640547,7.835758154
319,6.871174296,4.282324926,4.751517693,3.645926477,2.824740374,5.910344452,6.415414736
320,5.128736031,4.416297702,4.540874675,3.949398183,4.896122812,4.765949287,4.567895102
321,5.821259066,4.546196126,3.472877514,3.927330134,5.696723654,4.25774358,7.180667986
322,4.312185467,4.603996083,3.408329137,3.578592651,3.858147383,5.921111426,4.730306473
323,6.435790291,6.557571078,3.667875997,3.832196652,4.609243484,5.212746239,5.364750905
324,3.410558263,4.173625723,5.206122499,4.133942907,4.731665612,3.937627963,3.818098002
325,6.063761035,5.874471178,4.412115119,3.549902015,5.810036813,4.206488865,7.366193304
326,4.570097532,4.232673134,4.363082985,4.058211799,3.103045877,3.809438415,4.681967656
327,4.394700161,4.169807253,4.001307834,3.401432539,4.646022418,4.130598395,7.218093449
328,3.944035734,3.951010865,3.605781949,3.646096529,5.679820763,5.346695002,3.475001457
329,4.712104261,4.923272276,3.825029173,3.356503447,4.505079573,6.534673244,8.25660272
330,4.510546537,5.058192894,5.090863242,4.023665016,6.251810002,3.981280322,4.443257048
331,6.197143237,3.35103088,3.63089708,4.297996445,5.380086479,5.431052801,4.166521767
332,6.003117775,3.973028202,3.5745757,3.58606339,4.115837589,6.851306922,4.577230227
333,4.631213874,5.077236491,4.481256252,3.775283398,3.66133833,5.39516994,6.612020266
334,3.934210389,5.197816617,3.492644335,3.924160613,4.343623284,5.504068377,5.990673167
335,5.28744322,3.394638356,4.199810027,4.193195862,2.502034205,3.813520799,5.584624315
336,4.376854353,5.612870949,4.124602464,3.768936569,3.129681787,7.115221995,4.039497205
337,5.435466791,3.890995143,4.193758893,3.813332614,4.150546913,3.710165558,4.759918345
338,3.620624159,7.031829638,3.613075542,3.4269546,7.470150504,3.922842537,3.775017993
339,4.891436614,4.505065623,3.470046561,3.23815597,6.004259042,3.908830243,7.256204972
340,4.026175713,4.35136171,4.385837987,3.056329566,4.748938205,8.126119078,6.32209801
341,3.992433109,4.213117645,4.782390642,3.182950785,6.028523444,7.101885939,4.058481761
342,3.430916533,5.220550988,3.755932995,3.655609401,6.704021943,5.223339398,3.727776877
343,3.471843719,3.983519535,3.343273061,3.639979651,3.93891055,7.838341532,4.002451523
344,4.094360362,5.0241488,3.852997429,3.661753412,3.217165881,7.179324681,4.900096307
345,4.218187389,4.782934924,3.257345998,3.86563157,4.230376064,4.703471106,4.387487567
346,4.766107395,3.359146304,4.4835321,3.442373105,6.706161513,3.982040842,4.209857151
347,3.995146678,6.062764108,3.29044955,3.737906655,3.330711673,5.540076823,6.233043675
348,4.0084503,5.435055744,3.474589327,3.850190501,5.923657678,6.098560769,3.396458285
349,3.879473946,3.450613721,4.478690372,3.621323576,3.751429504,4.248342774,4.106517614
350,4.357473951,3.604147716,4.791269812,3.32280729,6.517535539,6.766237378,3.352729715
351,3.109295058,3.600320602,4.174467311,3.85855922,3.413264417,5.290359498,4.068794917
352,5.755273411,3.877171025,3.794309618,3.454011809,3.359291887,3.931332133,5.13784261
353,4.366946938,4.358441216,3.756215264,4.05192902,5.551643965,5.93964514,3.656715683
354,5.185992681,3.309715914,4.093351069,3.242421334,3.77530222,7.347797587,3.571200021
355,3.918809344,5.729315114,3.309906495,4.076588121,3.439298945,4.74449042,4.249317167
356,4.488794243,4.965027879,4.769066725,3.865578246,4.326965657,3.924774701,3.740655219
357,5.158310809,4.491245087,3.863925201,3.854810422,5.957910831,3.866731269,5.818221594
358,5.126295849,4.038207989,4.160790509,4.167876549,6.825566637,6.982054418,7.687895381
359,5.785310567,3.567265169,4.048035942,3.788503511,5.07074136,3.847875656,3.75788279
360,4.515500423,4.763788889,3.873838768,3.78837275,5.656105527,5.329911677,3.39424827
361,3.597138266,3.558786205,3.56008817,3.498199732,2.984126381,5.976623358,3.616018535
362,3.152840741,5.916464858,4.361102394,3.449042789,2.843438207,4.798954227,3.567480121
363,3.58137441,5.392579414,4.087673854,3.570667034,2.603643542,8.019672743,5.028314678
364,4.341419071,3.30336861,3.48195763,3.102096979,3.661681662,3.869219592,4.356288491
365,6.158317349,3.936940426,3.872017292,3.747167121,3.279783804,7.56670687,5.099103467
366,3.579492378,6.085386308,3.928185067,3.847089766,3.136059223,7.404542202,4.651900208
367,3.530651093,5.43291382,4.546154663,3.133552688,4.656730826,5.220838798,6.795997548
368,4.318127763,4.197741129,4.042408522,4.057685816,3.102412192,5.008739902,4.981862298
369,4.927571621,4.034161297,3.793499897,3.708287206,5.827632096,5.578717989,5.609536727
370,4.206822613,4.681150613,3.43176062,3.824946164,3.832281989,5.58951464,6.485412492
371,4.990268744,3.260286477,5.093951996,3.743300349,3.218875107,7.852280505,8.574702135
372,3.915714324,3.869249183,4.414311174,3.897593317,5.868871387,4.611594861,7.537047904
373,5.063919672,5.641735465,3.518108289,3.612690253,3.603767777,4.669567137,6.90324177
374,3.675562763,6.13346743,4.227510282,3.449272104,4.699174108,5.394313522,4.613117508
375,3.853755302,6.440490813,4.676560641,4.268686652,4.014695661,5.553420259,3.603657183
376,4.292959185,3.318372765,4.344547174,4.152667146,4.527217528,7.113145215,6.988816115
377,3.623608527,5.007042104,3.703413907,3.886589758,3.637079752,6.29802536,7.326789671
378,4.768053622,6.929797225,3.327762896,3.222503833,4.195461747,4.195128875,3.486328238
379,5.451814258,3.946488322,4.476711459,3.866333068,5.385003149,5.700464505,4.673182065
380,3.857983063,3.535729761,3.652359186,3.360857778,3.864431074,4.406429251,6.567603529
381,4.743261131,5.004558983,3.404611032,4.154706113,3.855909895,7.164720645,8.01650796
382,5.264091159,4.342975343,3.179913092,4.200750751,2.928496778,3.810361376,3.785785846
383,4.375718391,4.705249774,3.526462357,4.014965545,4.790737058,4.575560915,6.907079384
384,5.380140317,4.781096712,4.374284735,4.089030833,3.999821557,4.447677335,3.643008082
385,3.502469885,4.866800519,4.054218206,4.009659331,5.274818678,4.764191797,6.670716119
386,5.208982216,3.850655015,4.063786004,3.661117014,4.447194934,6.51025573,4.078968336
387,4.761587966,5.855115114,3.903782193,4.138066878,4.626345112,4.229058955,3.757279411
388,4.139656093,5.285612108,3.342805597,3.436604581,3.644797124,5.489307481,4.611103567
389,4.046578716,6.107952158,3.763208657,3.756611429,3.152014661,4.463300183,8.010208477
390,5.881704067,5.196657896,4.697536956,3.824175551,3.461634643,6.74256737,5.331303005
391,3.40275837,6.511947474,3.847974208,3.286881703,6.249015547,3.902108866,4.023401697
392,4.205145068,4.271612816,4.088267135,3.715894876,4.15461181,4.396661715,3.857037763
393,3.844727635,5.291805087,3.864234404,3.743068722,7.018576589,5.73746414,3.487119929
394,4.544406048,3.64497508,4.315132135,3.55775014,5.915520263,5.525895152,4.905664079
395,4.486219989,4.556923826,3.467116786,3.885159652,3.278111744,4.864748651,5.570603254
396,4.082042063,6.375510186,3.558978931,3.237990491,3.186780306,3.748490944,6.498990363
397,3.875428985,5.65225326,4.232299982,3.721813765,2.544841017,4.562540662,4.180544114
398,5.219801726,3.968529988,4.572258599,3.859441168,5.257003782,5.835968745,7.527483737
399,4.227369857,4.943052579,4.736128541,3.976566765,3.912578908,4.112912352,4.005095652
400,4.984056067,3.445157366,4.043290643,3.802728493,4.641764407,5.357751763,5.596336996
401,5.178283893,4.362921366,4.141796097,4.120027224,3.435619873,5.698031805,5.519024393
402,3.367183238,3.740831891,4.490781552,3.518854139,2.881542716,6.514412632,4.59727437
403,3.802561215,3.631952631,3.706179761,3.251627103,5.329177752,5.480249874,5.584552741
404,4.984350181,6.444703482,3.628567563,3.474594267,7.227242075,6.74171736,7.619096714
405,5.087142248,3.370121894,3.880469819,3.769354227,3.291733256,4.876067795,4.019345064
406,6.003360108,4.456945033,4.281303468,3.816253639,3.949069559,3.811323297,3.658069534
407,5.65755318,3.653456008,3.909910241,3.925170977,3.353960056,5.099094253,3.608314611
408,4.505254889,3.838664008,4.317975645,3.519338898,7.212606667,4.170562082,3.689272703
409,3.872887728,5.781836065,3.798396791,3.278425714,5.893651434,5.949185942,4.324704196
410,5.828859068,3.364155167,3.665578432,3.961768925,3.820782686,3.721118415,7.636217229
411,5.625813782,3.69996916,4.443643152,3.632188225,6.4352546,6.768481842,3.398983426
412,6.184254518,4.259131383,3.643295312,3.232280603,3.434576653,3.925139932,5.221784793
413,4.947855623,7.030124633,3.961326169,3.790952065,5.448659532,3.970385288,8.534612465
414,3.246187451,4.595869584,4.597063356,3.695963031,3.940083811,6.721429698,4.992724589
415,3.422162667,4.328033358,3.733958845,3.632766615,4.979205721,4.776372251,5.669794379
416,4.233055903,6.308365226,3.688438823,3.757990556,3.719739658,3.888405085,5.481383211
417,3.177602835,4.780235417,4.080925464,3.728159088,2.815372983,6.332744144,3.463936914
418,4.108501043,5.810185227,4.179178265,3.629643613,6.447981889,6.918295349,4.224758754
419,4.044396205,4.921255496,3.348386485,3.620144328,4.566172921,7.1975959,4.569669098
420,4.098102488,4.03388604,3.803811559,3.272254387,5.912372468,3.809311589,4.650661135
421,5.027493791,4.845769469,3.521145625,4.221465677,6.876892303,4.718430684,3.410366085
422,3.954210047,4.970023732,5.022182987,3.141392634,4.590863612,4.175805056,6.199326158
423,4.144193234,3.376847741,4.45244059,3.891233493,4.271856797,6.879995606,4.861969025
424,5.501174229,4.309341432,4.271620539,3.471887486,4.952199297,4.35692002,3.795219086
425,5.278611782,6.936066097,3.601845803,3.772859456,3.565889056,4.505473772,4.640918445
426,5.74935053,3.757305868,3.62832216,3.15431989,3.979303925,3.933468889,4.601605113
427,6.25555591,4.492616784,3.649735892,3.993745581,6.055757692,4.954113205,5.734573223
428,5.510091458,4.106315072,4.418664342,4.132177355,5.491414429,3.828351922,3.256943774
429,4.200930683,4.475757139,3.602812027,3.94696229,3.341516078,5.971430255,4.31263513
430,3.73307232,4.107866111,3.66966164,3.308882684,4.058051007,7.731108333,6.565812878
431,6.043262254,6.802976674,3.257674708,3.967110646,3.867724375,3.822486672,4.405761052
432,5.917459137,4.870893298,4.843498792,3.521370059,4.539047276,7.690394724,5.842353764
433,4.467243005,4.463361174,3.865809335,3.824788763,5.291480711,5.106150871,3.296475112
434,4.179766831,3.637218934,4.583739938,3.218791977,5.919027801,7.580373814,6.548293505
435,6.100325662,4.373703283,3.778739068,4.011252183,3.551255695,4.638654225,4.290867285
436,3.931858702,3.858921619,3.556380376,3.927572448,3.794303208,4.28911931,3.939219909
437,4.618017446,6.205390993,3.564793459,3.483569565,4.924680356,4.319809596,4.420341161
438,3.759141832,5.142978731,4.180936112,3.997390889,6.677731549,5.020352594,3.453572241
439,4.75574462,3.550905844,3.517218275,3.476152783,2.826167049,4.919675944,4.117564786
440,3.775570805,3.450798496,4.616746851,3.368388742,5.454142065,8.169801356,4.236834052
441,6.41201339,4.862622208,3.576872226,3.390196299,3.286839063,3.893129133,3.858968017
442,4.271394113,4.685374022,4.529059499,3.60632841,3.498966767,3.999187273,3.589415223
443,5.085472422,3.261258633,4.969130513,4.306575933,3.763524301,4.787462145,3.698481762
444,5.599214183,5.762308318,4.106027855,3.350170436,4.787263463,7.061453756,3.991765308
445,4.907622656,4.947509999,3.601183533,3.684513738,5.093429257,6.314995368,7.198868652
446,5.308770999,5.47560679,4.115450807,3.244827501,6.853995996,7.050044403,4.921154899
447,4.093647057,6.315193737,3.955430449,3.453512868,5.644879492,6.820494141,4.274013175
448,4.719482867,4.315139768,4.092977589,3.980273485,4.106618958,4.035749943,8.565389432
449,4.671504,5.230402023,4.343605522,3.693895687,4.057959862,4.311618787,5.923912188
450,5.360565212,4.261296744,3.584691924,3.956956252,4.752752264,7.691157981,3.88904162
451,5.332897377,3.314508339,3.549811768,3.718070344,6.258545364,5.016610957,4.158244289
452,5.823767065,3.702456002,3.409398518,3.499046676,2.64555356,5.404570602,3.582532153
453,5.896957646,4.762579257,4.177588175,3.411839161,7.257338045,4.924231416,5.961494714
454,4.983972475,3.886432889,4.254937863,3.523369911,4.449152369,6.189367521,7.788073542
455,4.311402867,3.545335445,3.293894092,3.491943948,6.542096999,5.572552534,6.04934942
456,3.95745949,5.08068275,3.874326565,3.707905747,3.656070887,5.862515457,6.57672772
457,3.801380433,3.956881261,3.34752493,3.980859698,4.276193843,7.433411463,4.355019995
458,5.459492867,5.41312431,3.819854657,3.145003417,4.18869414,8.642841607,5.875814386
459,4.230187481,5.267501488,4.550715774,3.916382623,4.376244335,5.119999088,4.104099737
460,5.772518442,5.01031365,4.29180057,3.260837011,2.824072156,8.406162698,4.970165654
461,4.171390508,4.072975836,4.700685739,4.064790472,5.241289011,8.160868725,5.37050252
462,4.430655792,4.250924559,3.945240588,3.019767666,3.998141155,6.635462178,3.666113773
463,5.470861042,4.453646294,3.740787716,3.588392861,5.901700385,7.204829849,8.193107128
464,5.109010213,4.697740408,4.260050849,3.65105677,2.985973156,4.820277278,5.197071648
465,5.720795552,5.037158857,4.881747995,4.000134079,3.799582269,4.608643358,5.212717677
466,4.329781073,4.388035958,3.906434108,4.026075602,6.436866459,7.847083991,3.420323554
467,5.260180716,3.763639069,4.716120975,3.907388439,4.556309039,6.67025006,4.492319725
468,3.57791585,5.174929702,4.277258497,3.65286281,5.889740681,5.118934198,3.935269158
469,5.05382789,5.336264582,3.96621543,3.7933983,4.991521672,4.904388996,3.730715706
470,3.186840476,4.264572226,4.279581711,3.727857979,3.725212755,5.701805116,6.583402662
471,4.746042401,5.478222565,4.18459362,3.57421404,3.506601274,4.367260454,4.065471123
472,4.904911852,5.82637992,3.413238206,3.750414127,3.515624619,6.125959667,6.299196692
473,3.347182965,5.526159431,4.304904891,3.591209127,5.825584809,4.468464078,6.121526824
474,4.099160301,3.840581134,4.028406601,3.360832117,4.094287356,5.854620431,4.675193626
475,3.083162455,5.580233426,3.905723358,3.560883608,4.187056473,5.172211096,6.534288587
476,5.039162674,3.929035555,4.269550268,3.759746031,5.63337642,4.077863195,3.572032622
477,3.875927553,3.2839441,3.588188789,3.847409375,3.324489922,5.538419185,3.89052422
478,6.064339805,3.635163227,3.805589012,3.125629682,4.945659258,5.452409031,6.991559926
479,3.247323648,3.319139562,3.938528119,3.408535368,3.678007841,4.124263043,5.995010875
480,5.457064437,5.608001078,4.132942007,3.601169847,4.565666232,4.591334807,5.204030678
481,3.067756706,5.035421495,4.187609336,3.525451684,5.034308476,3.772428049,7.078824421
482,5.72189036,4.496233263,3.233948398,3.946052771,3.380387999,6.150065496,6.05778137
483,4.938916777,3.428500114,4.895691299,3.844978291,3.949602601,5.264355086,3.687327159
484,4.579945919,3.487380194,3.745172365,3.615246104,5.903292089,4.188366977,6.077830697
485,5.65700908,5.569088342,3.278438475,3.485634388,4.84625572,6.12419423,4.700713727
486,4.661335308,6.925457169,4.140293237,3.268269595,4.105110017,4.990571532,3.510740221
487,4.18056017,3.888387355,3.658553431,3.693567621,3.007404788,6.801775866,5.182558505
488,4.436079365,6.470796509,4.253675159,3.361149253,5.426075247,5.658136361,4.952365784
489,6.487834123,5.255902603,3.46012645,3.164231683,4.839838041,5.340370603,3.923283658
490,4.799482044,4.225285617,5.131955136,3.642794794,2.768323067,4.952985315,4.866184909
491,4.193206584,3.575231465,4.560048213,4.046593544,2.63721761,6.961300255,4.441248894
492,4.405699905,3.756144428,3.969584381,3.733521602,2.634622591,6.655334376,6.881488443
493,6.041473619,4.910335761,3.51570131,3.479258857,5.323105759,4.799675078,3.920469806
494,3.468977696,4.168925175,3.731769142,3.918346233,2.720052366,5.548479495,6.866530731
495,4.040000512,6.697197859,3.603195061,3.296160693,3.361441144,4.176867819,4.826767701
496,3.540321854,3.402015651,4.357519892,3.049168722,3.580692613,5.75566869,3.309866481
497,6.004624751,4.147317962,4.419766264,3.606823635,3.829347021,4.908331137,6.232860986
498,3.867741131,3.694343607,3.849627942,4.025468448,4.009787346,5.996091188,6.415261707
499,6.253504711,6.422627699,4.033086021,3.788491549,5.939216747,5.416324749,7.499500566
500,5.061844293,4.913509973,5.120557099,3.751110047,3.730216612,5.215852334,5.351216435
501,3.864123246,3.545066146,3.694021976,3.76405749,4.153941522,3.971744384,3.852729026
502,3.524643998,3.358284511,4.264400014,3.49884815,4.249371681,7.225568294,7.110999722
503,3.191704979,5.238002743,4.015499791,3.233007563,3.759991291,4.281497758,3.527969318
504,5.480709359,4.78361603,3.395308436,4.076677117,2.871367536,6.037746214,3.816384558
505,5.649543558,4.160324652,5.016527594,4.275796227,3.139970687,4.805415729,7.603769018
506,5.637168022,3.33361594,3.549195157,3.764259638,4.686995255,4.753548256,3.275701432
507,3.146340153,3.770588653,3.925905703,3.258188658,4.699546489,4.794625503,5.757033467
508,4.119024695,5.655326578,4.886191823,4.184530192,3.336059472,5.335704365,5.632260264
509,5.270824063,3.444305717,3.751615661,4.006730339,3.334589305,4.545851051,6.507494287
510,4.674699717,5.300966585,3.641885568,4.272826177,3.75077109,5.206806634,6.210347686
511,4.001199242,3.561724949,4.657745884,3.618850889,4.568952211,3.863312362,3.616657139
512,3.587629172,4.893702143,4.75115118,3.765474313,4.221455507,6.933704374,4.3306157
513,3.559628307,4.053503402,4.440739855,3.70898762,5.47655009,3.94486761,3.708856741
514,4.466009066,5.152090249,3.678033473,3.865472242,5.039411085,4.129203779,7.616440958
515,4.507525174,4.319502722,4.107403153,3.399909361,3.923561864,7.729832556,7.901430616
516,5.482028586,4.245729705,4.851978447,4.089115259,6.834921991,6.423195971,4.091904911
517,4.294227421,5.500942597,3.54095329,3.939448486,3.326756172,5.869361077,3.387494459
518,3.147316973,5.30426702,4.442328943,3.763295983,5.775515967,4.353212846,6.536554456
519,4.835812955,5.494439903,4.046871977,3.29662456,3.633460493,5.502261163,3.670653843
520,4.380432838,5.614520839,4.206559253,3.512912247,3.081487639,4.527355984,3.542433042
521,5.102126957,3.977174699,4.012024081,3.122946046,6.346886478,7.184080898,3.625170721
522,3.973417112,3.517023127,3.655879623,3.879409613,3.878109946,6.525052836,4.934003024
523,3.277185021,3.263793047,3.81765237,3.706178243,2.78981019,4.922189146,3.286374004
524,4.836415596,4.632575587,4.039788464,3.720163282,4.707442828,4.262444577,5.733887592
525,5.251021931,6.103883344,4.265755889,4.008962009,3.213484614,4.259706654,3.332745545
526,3.478873243,4.954080711,3.61645139,3.663878651,3.174559613,5.768008662,7.77540237
527,6.70992574,5.715850664,3.481383365,4.221623683,3.396068085,5.304783492,4.416829586
528,4.030661411,4.129504426,3.409249553,3.264020351,7.254372942,4.788381272,3.424902099
529,3.905918476,3.627891626,4.763839924,3.554731239,3.004701254,4.932971593,4.293315788
530,5.473543355,4.629790803,3.259494053,3.814108424,6.276233455,6.632184155,5.09150578
531,5.049571639,4.7217258,3.758899115,4.12180484,2.682712801,5.823748014,4.162151155
532,4.303702575,3.969119594,4.519904051,3.989475108,5.847050324,6.706224087,5.660262661
533,5.824374942,4.06677042,3.637985252,4.354544875,7.231070644,6.1971892,3.298911978
534,3.778862443,6.059912375,5.10913771,3.259526473,5.480922958,6.52477878,6.163485407
535,4.198800927,3.717952857,4.496530066,3.92353452,4.285346897,4.999488889,4.291063906
536,3.072733319,5.21796222,3.678683175,3.743151475,2.599419007,7.28492612,6.999793784
537,4.27780951,4.855282796,3.746899994,4.050837993,4.893741859,5.725902321,3.405327286
538,5.368080131,6.382605017,3.493315972,4.130794602,6.891170843,4.022982519,3.457915821
539,3.600977701,3.801334273,3.880233136,3.690787576,5.936793601,4.056782338,4.564829889
540,5.137078138,4.28700387,4.093836371,3.730265056,6.796723952,6.726724143,5.036964831
541,4.57308208,4.42858565,4.038877954,3.608062325,5.937491013,4.603509049,7.22424985
542,3.499155996,3.527406412,3.480606332,3.034719751,4.133589728,6.088719595,5.91882377
543,6.826247119,5.251980243,3.353596462,3.610012499,2.932775644,5.214726254,5.951561868
544,4.313532386,4.077090422,3.679266803,3.953392587,6.285110599,4.136850197,4.728942021
545,3.514654894,3.605532037,4.058099688,3.538338415,3.410523895,6.813663951,6.21145907
546,3.531362911,3.528258878,3.962273193,3.218166196,4.771045353,4.301786151,4.312373165
547,5.710637009,5.564505329,3.412829773,3.654828441,3.655366972,6.593298162,6.154354538
548,4.396540488,4.243098606,3.835946491,3.269575223,5.879673866,4.576828601,4.007969683
549,3.355119013,4.394631225,3.453805068,4.132815262,3.626445957,6.513634613,4.910099247
550,4.210513531,3.63866851,4.728153204,3.91597062,4.77971956,5.755655268,6.260202765
551,4.89822197,3.940962817,3.548826382,3.228546278,3.805662914,5.85308261,6.293480473
552,3.406255607,4.620839235,3.94610214,3.6620716,7.480366938,5.259650564,4.971215074
553,5.857595544,4.410543472,4.173176527,4.001289183,4.979318545,4.975316482,3.841843402
554,4.370053486,5.645197738,4.300352548,3.17382912,3.97934261,4.15257481,4.777756365
555,5.140231122,3.457276762,3.647216553,3.780637026,3.190310917,7.516421365,5.167465477
556,5.559240743,3.440524672,4.009141191,3.62629815,5.076282871,4.074935384,4.724752765
557,5.951495553,3.592606392,4.788277311,4.223666155,5.784770669,6.769528502,4.426661645
558,3.633097568,5.357354854,3.744133666,3.557051985,3.849415424,5.168702793,4.208761371
559,4.669231682,5.316719728,4.834629967,4.041308305,2.505770881,6.802338169,3.535062495
560,5.558577091,5.152485941,3.440093974,3.630344826,5.001715717,5.456700475,3.370094712
561,6.264848162,4.987414566,3.896894494,3.742761245,6.735046607,4.487274291,4.439768726
562,3.287886316,3.967581896,4.805657163,4.306248692,4.980121106,5.073383536,7.976640337
563,5.46399,5.856965236,3.54304744,3.49534424,3.928483939,3.849810208,4.145412189
564,4.069845589,5.219194303,4.344442905,4.076274149,4.894628623,4.560725524,3.446584263
565,5.092719497,4.121861713,4.624856608,3.069557055,5.629877072,3.655999631,5.099700428
566,4.905264826,5.931398826,3.346578406,3.296164705,3.08841103,8.592242666,4.278416611
567,4.075079993,3.34972048,3.435310585,3.406247706,3.62919251,3.915350604,4.032696251
568,4.081059359,3.580004525,3.333929129,3.370291363,3.341589768,3.713821782,6.235678999
569,5.77106712,3.620694045,3.755687704,4.305295093,6.063654275,4.326270843,3.437953471
570,4.404505815,3.848385939,4.916849519,3.489858298,4.3882638,6.622424077,3.523095267
571,3.76776427,6.069338784,4.007677838,3.751378921,5.007423893,4.002172292,6.983118535
572,4.550154522,4.191461252,4.459031722,3.828756073,3.686095629,5.001708938,3.707080685
573,4.446330316,3.257758655,3.782831153,3.165172771,7.02509527,4.128546553,5.26659801
574,4.668659406,3.549736589,4.186188413,3.22890375,6.777110315,6.983638336,3.668328396
575,4.917404223,5.011390366,3.884661243,3.144300152,3.656100169,4.810643961,4.772887854
576,4.879810607,5.278086536,3.681719837,3.50429378,3.832866065,5.72873535,5.410471854
577,5.114336484,3.539044238,4.116573453,3.176956515,4.108254,4.575311059,3.474774479
578,5.784647372,4.563084947,4.491066088,3.792741253,4.370451821,7.369799182,5.173769986
579,4.319658256,4.663175177,3.532148332,3.9592927,4.283321282,6.077892637,5.384563887
580,5.299583694,3.303037993,4.591223749,3.212085708,5.904774799,6.663342681,4.554000379
581,3.619565084,5.099539598,3.518627089,3.632480014,5.065648804,6.559246575,3.712589279
582,5.649235859,3.362112987,4.895510666,3.761193365,5.298490791,5.116508957,4.682703431
583,3.655235487,4.338948579,3.948796123,3.695818462,5.932072762,4.964081836,6.141164452
584,4.178306548,4.219563377,4.562722339,3.994989937,6.07839451,6.219938874,7.725592614
585,4.039612785,5.918254895,3.546976602,4.004369207,3.788326248,4.079407664,7.860788147
586,3.807988377,5.771566016,4.415562336,3.276443563,2.751564953,4.842328639,6.081002988
587,4.411060068,4.718293355,4.259501325,4.263927563,3.444501069,7.423277739,5.100081556
588,3.899306185,4.711657584,3.546265493,3.486362423,4.17865376,4.193569181,8.593583756
589,3.542243875,6.3160421,4.779817781,3.898163586,4.017578914,5.118186054,3.937645123
590,5.510008076,4.275586011,3.694770729,3.433842947,3.317210389,6.97041963,8.105936863
591,4.684725168,5.160940791,4.633804128,3.768292641,4.89536456,6.255586,7.077597338
592,3.652265584,4.366122481,3.51023414,3.807252192,5.556085039,6.378674109,3.548908773
593,3.621776682,5.136338791,3.432020231,3.180919771,3.629321958,5.820830614,4.699629915
594,3.902480658,3.663458868,3.991123079,3.096105363,3.430212896,5.858747804,4.452986243
595,4.572312454,4.231001828,4.605516701,3.952343701,4.170174282,6.372719687,3.561356331
596,3.71887372,6.741285336,3.606133678,3.924181862,3.117708499,7.884652331,3.656296171
597,5.109838604,5.670153769,3.918606517,3.828457661,3.151593508,5.823592512,3.916498273
598,5.429621822,4.71032738,4.238983241,3.711403501,3.427410669,7.926949184,6.335618246
599,5.088237339,4.793394121,3.480816192,3.131693146,3.79895223,3.881571038,6.851387534
600,3.268657737,4.622586186,4.479581175,3.735666997,4.429990835,5.554604017,5.112249302
601,3.684279373,4.601482412,3.480933912,3.769447072,3.046582747,4.475160645,6.052530244
602,4.449958706,4.884850468,3.895601786,3.699977626,5.845491845,4.444366826,4.483808147
603,3.42865552,5.508796711,4.567891922,3.960099283,6.351882235,5.01539193,3.902483098
604,4.048212993,3.366471917,3.56579802,3.142566484,3.534109542,5.719274065,4.555864438
605,4.206524874,3.948671259,3.241829538,4.007119274,3.971618089,5.851882096,4.040729652
606,3.934756177,3.801269034,3.346871085,4.004204276,4.037556911,3.865300611,4.265052215
607,6.040539111,4.005871951,4.32157364,3.669955272,4.119390255,4.316505479,5.928169872
608,5.115332338,6.98661899,3.968845837,3.152242738,4.821680385,5.608731821,4.361218931
609,5.218402097,5.093946534,4.38537147,3.166149036,3.865509857,5.210902663,7.260327653
610,4.147501536,3.681181454,3.442497637,3.910274856,3.747165742,4.584441414,4.189709667
611,4.078304922,3.416492567,4.288523525,3.495789904,6.367791527,4.374494627,3.935475049
612,3.698271195,5.166572076,4.396154215,3.395220204,4.421341899,5.584451104,8.512171531
613,5.389279414,4.216461175,4.01977426,3.301586838,3.092843984,5.801910141,3.741705585
614,5.608401354,4.196503912,4.853386923,3.997496737,6.010024981,6.323071095,6.144257192
615,6.245771705,3.87456532,4.551154764,3.064980419,3.67345965,5.002868444,7.274959597
616,5.326245558,4.445727401,3.212804978,3.743176092,3.818482435,3.83721482,4.597362476
617,5.252706021,3.680534,3.958567105,3.668529505,4.352717423,4.125406474,4.206896846
618,3.337367163,3.830435854,4.749936248,3.259778646,6.833702173,5.778154645,6.392650039
619,3.860168663,6.181532781,4.921711116,3.420266154,6.826189603,5.503700981,4.156397856
620,5.461548738,5.342650348,4.56836285,3.460723003,6.738094709,4.605609199,6.091193056
621,4.047193974,5.719277084,3.551174313,4.000267767,3.51302985,4.039428878,4.375151708
622,4.959520887,4.964014265,4.354874712,3.272252771,6.051256513,4.340867388,3.855425271
623,5.09407293,3.618648896,3.590955355,3.373665729,6.396467232,6.330062405,4.183468342
624,3.580885214,3.919838016,3.869707226,3.233188253,3.771693499,6.631446997,4.075563891
625,3.986872602,3.366997933,3.794663404,3.516582635,4.649814864,6.989445974,4.701735209
626,3.132832526,4.382237604,3.477835397,3.613222944,3.053681788,4.621480878,8.336117426
627,3.876276675,4.891697889,3.877595024,4.038466524,4.989058179,5.615026888,5.069593169
628,3.475530629,6.595790039,3.750040673,3.746819117,4.028132265,3.954955481,5.367450513
629,6.214627662,3.793959746,4.769924123,3.643248363,4.309183014,7.603130643,3.943219876
630,3.380152931,4.148322059,3.870092404,3.164102029,3.515459705,5.304625608,4.086846675
631,4.854313907,5.610532177,3.230822395,4.156224563,2.975559449,4.235052579,4.080825458
632,5.565332779,3.843816014,3.519831804,3.718675818,3.097829358,5.780928652,6.945880765
